Chr	From	To	Copia	Gypsy	unknown	Total_LTR
unanchor79	1	5885	0.0000	0.3652	0.0000	0.3652
unanchor80	1	5828	0.0000	0.0000	0.0000	0.0000
unanchor81	1	5362	0.0000	0.0000	0.0000	0.0000
unanchor82	1	5241	0.0000	0.0000	0.0000	0.0000
unanchor83	1	5193	0.0000	0.0000	0.0000	0.0000
unanchor84	1	5182	0.0000	0.0000	0.0000	0.0000
unanchor85	1	5168	0.0000	0.0000	0.0000	0.0000
unanchor86	1	4959	0.0000	0.0000	0.0000	0.0000
unanchor87	1	4914	0.0000	0.0000	0.0000	0.0000
unanchor88	1	4744	0.0000	0.0000	0.0000	0.0000
unanchor89	1	4464	0.0000	0.0000	0.0000	0.0000
unanchor90	1	4392	0.0000	0.0000	0.0000	0.0000
unanchor91	1	4121	0.0000	0.0000	0.0000	0.0000
unanchor92	1	3923	0.0000	0.0275	0.0000	0.0275
unanchor93	1	3855	0.0000	0.0000	0.0000	0.0000
unanchor94	1	3717	0.0000	0.0000	0.0000	0.0000
unanchor95	1	3476	0.0000	0.0000	0.0000	0.0000
unanchor96	1	3308	0.0000	0.0000	0.0000	0.0000
unanchor97	1	3191	0.0000	0.0000	0.0000	0.0000
unanchor98	1	3165	0.0000	0.0000	0.0000	0.0000
unanchor99	1	2903	0.0000	0.0000	0.0000	0.0000
unanchor100	1	2781	0.0000	0.0000	0.0000	0.0000
unanchor101	1	2747	0.0000	0.0000	0.0000	0.0000
unanchor102	1	2744	0.0000	0.0000	0.0000	0.0000
unanchor103	1	2337	0.0000	0.0000	0.0000	0.0000
unanchor104	1	2156	0.0000	0.0000	0.0000	0.0000
unanchor105	1	2127	0.0000	0.0000	0.0000	0.0000
unanchor106	1	2082	0.0000	0.0000	0.0000	0.0000
unanchor107	1	1979	0.0000	0.0000	0.0000	0.0000
unanchor108	1	1949	0.0000	0.0000	0.0000	0.0000
unanchor109	1	1701	0.0000	0.7654	0.0000	0.7654
unanchor110	1	1696	0.0000	0.0000	0.0000	0.0000
unanchor111	1	1570	0.0000	0.0000	0.0000	0.0000
unanchor112	1	1428	0.0000	0.0000	0.0000	0.0000
unanchor113	1	1282	0.0000	0.0000	0.0000	0.0000
unanchor114	1	1151	0.0000	0.0000	0.0000	0.0000
unanchor115	1	1041	0.0000	0.0000	0.0000	0.0000
unanchor116	1	5000	0.0000	0.8456	0.5070	0.9996
unanchor117	1	39725	0.0000	0.3924	0.0000	0.3924
unanchor118	1	32383	0.0000	0.0000	0.0000	0.0000
unanchor119	1	17415	0.0000	0.0000	0.0000	0.0000
unanchor120	1	46103	0.0683	0.2243	0.1220	0.4100
unanchor121	1	154093	0.0000	0.0000	0.0000	0.0000
unanchor122	1	68233	0.0226	0.0061	0.0000	0.0288
unanchor123	1	64178	0.0000	0.0000	0.0000	0.0000
unanchor124	1	109102	0.0000	0.0895	0.0044	0.0939
unanchor125	1	23388	0.0000	0.0000	0.0000	0.0000
unanchor126	1	49673	0.1016	0.4104	0.0000	0.5120
unanchor127	1	18234	0.0000	0.0000	0.0000	0.0000
unanchor128	1	36581	0.0624	0.0551	0.0294	0.1449
unanchor129	1	16720	0.0000	0.0000	0.0000	0.0000
unanchor130	1	65943	0.0112	0.1297	0.0057	0.1466
unanchor131	1	47239	0.0024	0.0000	0.0000	0.0024
unanchor132	1	187994	0.0000	0.0000	0.0000	0.0000
unanchor133	1	103935	0.0000	0.0092	0.0000	0.0092
unanchor134	1	185382	0.0100	0.0039	0.0000	0.0139
unanchor135	1	43595	0.0025	0.0000	0.0000	0.0025
unanchor136	1	228640	0.0009	0.0136	0.0000	0.0146
unanchor137	1	75617	0.0000	0.0000	0.0000	0.0000
unanchor138	1	95146	0.0000	0.1287	0.0000	0.1287
unanchor139	1	175889	0.0000	0.1355	0.1168	0.2509
unanchor140	1	82098	0.0000	0.1646	0.0000	0.1646
unanchor141	1	89220	0.0000	0.0403	0.0000	0.0403
unanchor142	1	56437	0.0178	0.4636	0.1854	0.6667
unanchor143	1	19101	0.0000	0.0000	0.0000	0.0000
unanchor144	1	95943	0.0194	0.7938	0.0440	0.8572
unanchor145	1	35960	0.1785	0.3589	0.1759	0.7119
unanchor146	1	43478	0.0250	0.0326	0.0465	0.1010
unanchor147	1	61963	0.0172	0.1732	0.0834	0.2692
unanchor148	1	41064	0.0352	0.2230	0.1123	0.3226
unanchor149	1	17206	0.0000	0.0000	0.0000	0.0000
unanchor150	1	17196	0.0000	0.0000	0.0000	0.0000
unanchor151	1	23580	0.0000	0.0000	0.0000	0.0000
unanchor152	1	86397	0.0000	0.0000	0.0000	0.0000
unanchor153	1	15423	0.0000	0.0000	0.0000	0.0000
unanchor154	1	18190	0.0000	0.0000	0.0000	0.0000
unanchor155	1	16041	0.0000	0.0000	0.0000	0.0000
unanchor156	1	37525	0.0000	0.7514	0.0071	0.7585
unanchor157	1	60705	0.0000	0.0000	0.0000	0.0000
unanchor158	1	34201	0.0000	0.2820	0.0000	0.2820
unanchor159	1	42603	0.0000	0.9394	0.0000	0.9394
unanchor160	1	46382	0.0024	0.0060	0.0000	0.0084
unanchor161	1	45325	0.0000	0.1053	0.0000	0.1053
unanchor162	1	61234	0.0000	0.0083	0.0000	0.0083
unanchor163	1	79886	0.0000	0.0000	0.0000	0.0000
unanchor164	1	66051	0.0000	0.3935	0.0000	0.3935
unanchor165	1	69230	0.0000	0.0000	0.0000	0.0000
unanchor166	1	87253	0.0000	0.1975	0.0000	0.1975
unanchor167	1	84091	0.0000	0.3009	0.0000	0.3009
unanchor168	1	30883	0.0000	0.1550	0.0000	0.1550
unanchor169	1	82674	0.0000	0.2677	0.0000	0.2677
unanchor170	1	36477	0.0000	0.0000	0.0000	0.0000
unanchor171	1	50282	0.0000	0.0621	0.0000	0.0621
unanchor172	1	273796	0.0000	0.4215	0.0021	0.4231
unanchor173	1	120345	0.0000	0.3574	0.0048	0.3609
unanchor174	1	141604	0.0000	0.3159	0.0000	0.3159
unanchor175	1	54690	0.0000	0.0571	0.0000	0.0571
unanchor176	1	314224	0.0000	0.4841	0.0015	0.4856
unanchor177	1	300675	0.0000	0.3702	0.0039	0.3732
unanchor178	1	66400	0.0000	0.4408	0.0243	0.4545
