Chr	From	To	Copia	Gypsy	unknown	Total_LTR
unanchor77	1	115851	0.0000	0.0000	0.0000	0.0000
unanchor78	1	76832	0.0000	0.0000	0.0000	0.0000
unanchor79	1	19589	0.0000	0.0000	0.0000	0.0000
unanchor80	1	116582	0.0000	0.0156	0.0098	0.0244
unanchor81	1	60785	0.0000	0.0000	0.0000	0.0000
unanchor82	1	42733	0.0000	0.0000	0.0000	0.0000
unanchor83	1	71515	0.0000	0.0000	0.0000	0.0000
unanchor84	1	89178	0.0108	0.5456	0.0181	0.5745
unanchor85	1	109611	0.0205	0.7749	0.0410	0.8353
unanchor86	1	110102	0.0000	0.9830	0.0000	0.9830
unanchor87	1	116538	0.0000	0.0000	0.0000	0.0000
unanchor88	1	43050	0.0000	0.0000	0.0000	0.0000
unanchor89	1	119777	0.0000	0.0455	0.1211	0.1653
unanchor90	1	18127	0.0000	0.1715	0.0000	0.1715
unanchor91	1	53796	0.0000	0.0000	0.0000	0.0000
unanchor92	1	31878	0.0000	0.0000	0.0000	0.0000
unanchor93	1	40604	0.0000	0.0000	0.0000	0.0000
unanchor94	1	39126	0.0000	0.0743	0.0000	0.0743
unanchor95	1	21118	0.0000	0.1593	0.0000	0.1593
unanchor96	1	156004	0.0000	0.4321	0.0000	0.4321
unanchor97	1	17642	0.0000	0.1558	0.0000	0.1558
unanchor98	1	96866	0.0000	0.3284	0.0000	0.3284
unanchor99	1	325717	0.0000	0.3996	0.0000	0.3996
unanchor100	1	117159	0.0000	0.1695	0.0000	0.1695
unanchor101	1	55103	0.0000	0.1800	0.0000	0.1800
unanchor102	1	68903	0.0000	0.2597	0.0000	0.2597
unanchor103	1	50511	0.0000	0.0888	0.0000	0.0888
unanchor104	1	261663	0.0000	0.4086	0.0569	0.4583
unanchor105	1	79336	0.0000	0.0438	0.0000	0.0438
unanchor106	1	64295	0.0000	0.1634	0.0626	0.2261
unanchor107	1	43808	0.0000	0.2753	0.0000	0.2753
unanchor108	1	51809	0.0000	0.2272	0.0000	0.2272
unanchor109	1	78907	0.0000	0.2242	0.0019	0.2242
unanchor110	1	267356	0.0000	0.4814	0.0000	0.4814
unanchor111	1	51519	0.0000	0.3188	0.0000	0.3188
unanchor112	1	197993	0.0000	0.3718	0.0000	0.3718
unanchor113	1	129675	0.0000	0.3904	0.0000	0.3904
unanchor114	1	76465	0.0000	0.3556	0.0000	0.3556
unanchor115	1	111261	0.0000	0.4010	0.0000	0.4010
unanchor116	1	51895	0.0000	0.5043	0.0000	0.5043
unanchor117	1	177633	0.0000	0.4436	0.0000	0.4436
unanchor118	1	35030	0.0000	0.0974	0.0000	0.0974
unanchor119	1	241744	0.0009	0.0100	0.0000	0.0109
unanchor120	1	159133	0.0113	0.0081	0.0024	0.0198
unanchor121	1	142838	0.0000	0.0205	0.0000	0.0205
unanchor122	1	56991	0.0281	0.0116	0.0068	0.0408
unanchor123	1	62545	0.0238	0.0658	0.0868	0.1735
unanchor124	1	25000	0.0464	0.2954	0.0235	0.3652
unanchor125	1	35564	0.0000	0.4465	0.0000	0.4465
unanchor126	1	37036	0.0000	0.3555	0.0000	0.3555
unanchor127	1	120721	0.0000	0.4690	0.5188	0.9557
unanchor128	1	131641	0.0000	0.2304	0.7089	0.9161
unanchor129	1	266295	0.0000	0.3330	0.6618	0.9480
unanchor130	1	156288	0.0000	0.2470	0.0190	0.2660
unanchor131	1	77892	0.0000	0.2890	0.0000	0.2890
unanchor132	1	384550	0.0000	0.2548	0.1017	0.3461
