AccID	Location	Exon	R900_Junc_Inclusive::Exclusive	Y58S_Junc_Inclusive::Exclusive	R900_Exp_Inclusive::Exclusive	Y58S_Exp_Inclusive::Exclusive	delta_PSI	P-Value	FDR	SplicingType
LOC_Os06g49510	Chr6:29990491-29990585	6	0::0	0::0	1235::792	1264::818	0.0	1.0	1.0	IR
LOC_Os06g49670	Chr6:30062448-30062576	4	0::0	0::0	72::227	70::231	0.0	1.0	1.0	IR
LOC_Os06g49700	Chr6:30072590-30073099	6	0::0	0::0	513::83	520::86	0.0	1.0	1.0	IR
LOC_Os06g49770	Chr6:30114979-30115193	1	0::0	0::0	62::605	41::472	0.0	1.0	1.0	IR
LOC_Os06g49810	Chr6:30138993-30139092	6	0::0	0::0	1105::1112	1024::1039	0.0	1.0	1.0	IR
LOC_Os06g49830	Chr6:30161813-30162097	1	0::0	0::0	384::185	396::179	0.0	1.0	1.0	IR
LOC_Os06g49840	Chr6:30177848-30177952	1	0::0	0::0	946::3375	1158::3509	0.0	1.0	1.0	IR
LOC_Os06g49850	Chr6:30180555-30180664	1	0::0	0::0	6::6	8::7	0.0	1.0	1.0	IR
LOC_Os06g49990	Chr6:30274874-30274967	14	0::0	0::0	108::829	117::785	0.0	1.0	1.0	IR
LOC_Os06g50050	Chr6:30335572-30335680	5	0::0	0::0	1617::1484	1304::1223	0.0	1.0	1.0	IR
LOC_Os06g50100	Chr6:30349697-30349844	1	0::0	0::0	6::63	6::82	0.0	1.0	1.0	IR
LOC_Os06g50120	Chr6:30360913-30361034	1	0::0	0::0	1326::926	1213::903	0.0	1.0	1.0	IR
LOC_Os06g50146	Chr6:30370215-30370337	3	0::0	0::0	410::832	387::822	0.0	1.0	1.0	IR
LOC_Os06g50170	Chr6:30381173-30381262	1	0::0	0::0	722::380	783::430	0.0	1.0	1.0	IR
LOC_Os06g50220	Chr6:30412483-30412492	8	70::6	55::10	59::71	56::78	0.0748987854251012	1.0	1.0	A3SS
LOC_Os06g50360	Chr6:30481011-30481050	7	0::0	0::0	16::583	16::634	0.0	1.0	1.0	IR
LOC_Os06g50450	Chr6:30543017-30543060	1	0::0	0::0	13::208	8::147	0.0	1.0	1.0	IR
LOC_Os06g50490	Chr6:30569773-30570178	1	0::0	0::0	63::108	49::62	0.0	1.0	1.0	IR
LOC_Os06g50490	Chr6:30569883-30570178	1	4::0	0::0	78::107	61::69	0.0	1.0	1.0	A5SS
LOC_Os06g50510	Chr6:30579776-30579860	5	1::6	2::11	57::65	88::85	0.06868656991740371	1.0	1.0	A3SS
LOC_Os06g50510	Chr6:30580690-30580783	8	0::0	0::0	24::516	31::642	0.0	1.0	1.0	IR
LOC_Os06g50510	Chr6:30581752-30581896	10	12::0	4::0	797::377	810::343	-0.020000000000000018	1.0	1.0	A3SS
LOC_Os06g50520	Chr6:30591396-30591440	4	0::0	0::0	6::6	13::12	0.0	1.0	1.0	A3SS
LOC_Os06g50520	Chr6:30592558-30592834	6	0::0	0::0	9::34	21::64	0.0	1.0	1.0	IR
LOC_Os06g50539	Chr6:30601442-30601472	1	0::4	0::0	7::27	6::65	0.0	1.0	1.0	A5SS
LOC_Os06g50539	Chr6:30602450-30602598	3	0::0	0::0	8::57	44::20	0.0	1.0	1.0	IR
LOC_Os06g50560	Chr6:30607913-30607978	5	42::0	15::6	7::7	7::7	0.326025459688826	1.0	1.0	A3SS
LOC_Os06g50560	Chr6:30606990-30607083	8	0::0	0::0	6::7	6::6	0.0	1.0	1.0	IR
LOC_Os06g50560	Chr6:30606551-30606707	8-9	62::0	66::0	6::6	6::6	0.0	1.0	1.0	Cassette
LOC_Os06g50600	Chr6:30621321-30621414	3	0::0	0::0	37::8	15::6	0.0	1.0	1.0	IR
LOC_Os06g50630	Chr6:30652291-30652334	1	0::0	0::0	27::83	22::73	0.0	1.0	1.0	IR
LOC_Os06g50630	Chr6:30647331-30647363	15-16	221::0	113::0	30::25	13::10	0.001666695959031128	1.0	1.0	Cassette
LOC_Os06g50670	Chr6:30669097-30669245	2	0::0	0::0	6::6	6::6	0.0	1.0	1.0	IR
LOC_Os06g50679	Chr6:30675844-30675853	3	19::19	25::9	6::6	6::6	-0.21982925174414542	1.0	1.0	A5SS
LOC_Os06g50679	Chr6:30674458-30674539	5	0::0	0::0	11::6	10::6	0.0	1.0	1.0	IR
LOC_Os06g50679	Chr6:30673815-30673919	7	0::0	0::0	6::6	6::9	0.0	1.0	1.0	IR
LOC_Os06g50679	Chr6:30673100-30673197	9	0::0	0::0	6::6	6::6	0.0	1.0	1.0	IR
LOC_Os06g50679	Chr6:30671741-30672146	12	0::0	0::0	6::7	6::7	0.0	1.0	1.0	IR
LOC_Os06g50706	Chr6:30684582-30684730	2	0::0	0::0	7::26	13::10	0.0	1.0	1.0	IR
LOC_Os06g50724	Chr6:30687097-30688163	8	2::0	1::3	110::6	137::8	0.75	1.0	1.0	MXE
LOC_Os06g50724	Chr6:30687097-30688412	7	2::0	1::3	100::6	118::8	0.75	1.0	1.0	MXE
LOC_Os06g50780	Chr6:30732463-30732506	1	0::0	0::0	7::8	6::7	0.0	1.0	1.0	IR
LOC_Os06g50860	Chr6:30773601-30773693	1	0::0	0::0	135::470	126::533	0.0	1.0	1.0	IR
LOC_Os06g50860	Chr6:30771883-30772000	5	0::0	0::0	1704::1219	1776::1276	0.0	1.0	1.0	IR
LOC_Os06g50880	Chr6:30778082-30778157	4	0::0	0::0	459::412	272::249	0.0	1.0	1.0	IR
LOC_Os06g50890	Chr6:30779926-30780018	1	0::0	0::0	68::1080	94::1558	0.0	1.0	1.0	IR
LOC_Os06g50900	Chr6:30799469-30799616	1	16::3	26::14	2418::4783	3027::4860	0.19210526315789467	1.0	1.0	A3SS
LOC_Os06g50900	Chr6:30800028-30800103	1	17::2	10::10	3914::6840	3783::6682	0.39473684210526316	1.0	1.0	A3SS
LOC_Os06g50900	Chr6:30799694-30799768	1	12::0	9::10	4118::3085	4856::3805	0.5263157894736843	1.0	1.0	A5SS
LOC_Os06g50900	Chr6:30800887-30800951	3	33::0	29::12	8663::2714	14908::5164	0.29268292682926833	1.0	1.0	A3SS
LOC_Os06g50930	Chr6:30825596-30825665	1	0::0	0::0	41::174	15::41	0.0	1.0	1.0	IR
LOC_Os06g51084	Chr6:30905500-30905603	1	0::0	0::0	58::343	58::318	0.0	1.0	1.0	IR
LOC_Os06g51100	Chr6:30912872-30912908	2	26::1	25::1	375::382	427::424	0.0014245014245013454	1.0	1.0	A3SS
LOC_Os06g51100	Chr6:30910172-30910221	3	0::0	0::0	248::408	252::410	0.0	1.0	1.0	IR
LOC_Os06g51150	Chr6:30947690-30947803	7	0::0	0::0	211::1760	172::1668	0.0	1.0	1.0	IR
LOC_Os06g51220	Chr6:30993712-30993737	3	0::0	0::0	83991::77662	76999::72739	0.0	1.0	1.0	IR
LOC_Os06g51220	Chr6:30993417-30993507	1	0::0	0::0	5963::22707	5065::20270	0.0	1.0	1.0	IR
LOC_Os06g51220	Chr6:30994409-30994422	7	0::0	17::13	124263::125470	123110::125538	0.42622950819672134	1.0	1.0	A3SS
LOC_Os06g51220	Chr6:30994992-30995001	8	21::8	1::53	92862::19455	105483::22684	0.7057893071812718	1.0	1.0	A3SS
LOC_Os06g51220	Chr6:30994858-30994868	8	29::3	2::13	81819::81476	84886::83081	0.7757575757575758	1.0	1.0	A5SS
LOC_Os06g51250	Chr6:31013846-31013888	1	0::0	0::0	886::534	897::536	0.0	1.0	1.0	IR
LOC_Os06g51250	Chr6:31015680-31015781	2	0::0	0::0	1482::1078	1488::1047	0.0	1.0	1.0	IR
LOC_Os06g51270	Chr6:31044231-31044288	14	0::0	1::1	3704::340	3837::357	0.4	1.0	1.0	A5SS
LOC_Os06g51330	Chr6:31084274-31084374	6	0::0	0::0	1407::887	848::529	0.0	1.0	1.0	IR
LOC_Os06g51330	Chr6:31083136-31083221	8	0::0	0::0	84::964	76::773	0.0	1.0	1.0	IR
LOC_Os06g51330	Chr6:31082918-31082974	9	0::0	0::0	671::1125	437::708	0.0	1.0	1.0	IR
LOC_Os06g51360	Chr6:31105702-31106342	1	0::0	0::0	8::125	7::99	0.0	1.0	1.0	IR
LOC_Os06g51380	Chr6:31121500-31121541	10	0::97	1::109	16::52	18::80	-0.009090909090909089	1.0	1.0	A3SS
LOC_Os06g51400	Chr6:31135696-31135858	6	0::0	0::0	1668::845	1829::879	0.0	1.0	1.0	IR
LOC_Os06g51460	Chr6:31170238-31170243	12	3::67	12::195	33::111	95::311	-0.015113871635610766	1.0	1.0	A5SS
LOC_Os06g51480	Chr6:31181720-31181785	1	0::0	0::0	1192::1229	1249::1283	0.0	1.0	1.0	IR
LOC_Os06g51480	Chr6:31182137-31182259	2	0::0	0::0	119::1754	127::1733	0.0	1.0	1.0	IR
LOC_Os06g51490	Chr6:31192348-31192457	before first	5::17	6::6	397::505	391::513	-0.2727272727272727	1.0	1.0	A3SS
LOC_Os06g51510	Chr6:31211155-31211186	1	0::0	0::0	5576::3547	5697::3728	0.0	1.0	1.0	IR
LOC_Os06g51510	Chr6:31209159-31209266	2	0::0	0::0	619::4878	569::4591	0.0	1.0	1.0	IR
LOC_Os06g51520	Chr6:31213210-31213352	3	0::0	0::0	40::422	27::327	0.0	1.0	1.0	IR
LOC_Os07g01090	Chr7:52397-52498	2	0::23	2::2	75::152	6::12	-0.5	1.0	1.0	Cassette
LOC_Os07g01090	Chr7:51031-52384	3	56::23	0::4	84::208	6::16	0.7088607594936709	1.0	1.0	A3SS
LOC_Os07g01100	Chr7:57293-57744	1	0::0	0::0	2784::3163	3838::3839	0.0	1.0	1.0	IR
LOC_Os07g01100	Chr7:57633-57744	1	13::26	0::9	573::2238	1040::3307	0.3333333333333333	1.0	1.0	A5SS
LOC_Os07g01100	Chr7:57293-57592	1	13::26	0::9	3913::4030	5187::4337	0.3333333333333333	1.0	1.0	A3SS
LOC_Os07g01114	Chr7:67062-67157	2	0::0	0::0	237::392	296::428	0.0	1.0	1.0	IR
LOC_Os07g01130	Chr7:77496-77540	4	0::1	0::6	127::313	114::267	0.0	1.0	1.0	MXE
LOC_Os07g01130	Chr7:81271-81407	9	0::0	0::0	78::834	44::738	0.0	1.0	1.0	IR
LOC_Os07g01150	Chr7:90209-90298	6	0::0	0::0	2531::763	3350::995	0.0	1.0	1.0	IR
LOC_Os07g01200	Chr7:116371-117029	3	0::0	0::0	62::340	70::399	0.0	1.0	1.0	IR
LOC_Os07g01230	Chr7:129013-129041	3	0::0	0::0	40::166	10::90	0.0	1.0	1.0	IR
LOC_Os07g01260	Chr7:155875-155922	6	0::0	0::0	6::6	6::6	0.0	1.0	1.0	Cassette
LOC_Os07g01490	Chr7:308111-308457	6	0::0	0::0	283::3352	211::3491	0.0	1.0	1.0	IR
LOC_Os07g01490	Chr7:306350-306487	10	0::0	0::0	7::699	21::1008	0.0	1.0	1.0	IR
LOC_Os07g01480	Chr7:306400-306487	2	0::20	1::110	6::913	14::1264	-0.009009009009009009	1.0	1.0	A3SS
LOC_Os07g01550	Chr7:346851-346897	3	0::0	0::0	612::813	662::875	0.0	1.0	1.0	IR
LOC_Os07g01730	Chr7:433635-433790	5-6	29::6	33::0	298::338	278::267	-0.17142857142857137	1.0	1.0	A5SS
LOC_Os07g01740	Chr7:439235-439329	2	0::0	0::0	6::6	6::6	0.0	1.0	1.0	IR
LOC_Os07g01820	Chr7:471666-471709	9	0::0	0::0	5897::8255	6517::11803	0.0	1.0	1.0	IR
LOC_Os07g01820	Chr7:473460-474795	2	0::0	0::0	228::4822	207::5963	0.0	1.0	1.0	IR
LOC_Os07g01860	Chr7:516169-516268	1	0::0	0::0	371::352	358::334	0.0	1.0	1.0	IR
LOC_Os07g01870	Chr7:525196-525210	2	30::23	34::21	6721::2206	7145::2394	-0.050255085138806055	1.0	1.0	A3SS
LOC_Os07g01890	Chr7:537805-537992	1	0::0	0::0	26::340	14::479	0.0	1.0	1.0	IR
LOC_Os07g01904	Chr7:549057-551589	2	0::0	0::0	6::437	29::334	0.0	1.0	1.0	IR
LOC_Os07g01920	Chr7:563114-563123	1	0::28	278::0	274::203	305::217	-1.0	1.0	1.0	A5SS
LOC_Os07g01950	Chr7:586305-586384	2	0::0	0::0	150::2669	153::2629	0.0	1.0	1.0	IR
LOC_Os07g02000	Chr7:607741-607767	1	0::0	0::0	1116::1023	2599::2431	0.0	1.0	1.0	IR
LOC_Os07g02210	Chr7:703061-703192	1	0::0	0::0	308::5756	333::6289	0.0	1.0	1.0	IR
LOC_Os07g02210	Chr7:704905-704974	5	9::0	7::3	93::3749	66::4013	0.30000000000000004	1.0	1.0	A5SS
LOC_Os07g02260	Chr7:726923-726929	2	1966::18	45::0	1160::1718	31::40	-0.009072580645161255	1.0	1.0	A3SS
LOC_Os07g02350	Chr7:802211-802299	3	0::0	0::0	5971::5414	7132::6392	0.0	1.0	1.0	IR
LOC_Os07g02360	Chr7:812446-812478	4	0::0	0::0	727::410	70::476	0.0	1.0	1.0	IR
LOC_Os07g02590	Chr7:930223-930286	2	0::0	51::15	216::456	170::185	0.2272727272727273	1.0	1.0	A3SS
LOC_Os07g02630	Chr7:952755-952987	2	0::0	122::35	6::6	77::159	0.22292993630573243	1.0	1.0	Cassette
LOC_Os07g02660	Chr7:963007-963047	1-2	0::0	19::57	6::6	18::93	0.75	1.0	1.0	Cassette
LOC_Os07g02660	Chr7:962369-962428	3	0::0	2::65	6::6	31::95	0.9701492537313433	1.0	1.0	A3SS
LOC_Os07g02760	Chr7:1009616-1009682	3	0::0	0::0	475::234	414::170	0.0	1.0	1.0	IR
LOC_Os07g02790	Chr7:1025449-1025461	2	0::0	20::165	6::15	24::319	0.8924731182795699	1.0	1.0	A3SS
LOC_Os07g02800	Chr7:1047314-1047447	3	0::0	0::0	62::441	34::264	0.0	1.0	1.0	IR
LOC_Os07g02950	Chr7:1101500-1101580	1	0::0	0::0	19::134	88::134	0.0	1.0	1.0	IR
LOC_Os07g02950	Chr7:1096699-1096792	11	0::0	0::0	92::145	61::129	0.0	1.0	1.0	IR
LOC_Os07g02960	Chr7:1102977-1103799	1	0::0	0::0	64::89	90::88	0.0	1.0	1.0	IR
LOC_Os07g02960	Chr7:1103799-1103805	3	60::12	44::9	122::130	137::133	0.0031446540880503138	1.0	1.0	A3SS
LOC_Os07g03025	Chr7:1140342-1140449	2	0::0	0::0	7::25	9::107	0.0	1.0	1.0	IR
LOC_Os07g03040	Chr7:1149484-1149531	1	0::0	0::0	115::131	17::17	0.0	1.0	1.0	IR
LOC_Os07g03040	Chr7:1149743-1150366	2	0::324	0::8	6::132	8::16	0.0	1.0	1.0	AltStart
LOC_Os07g03040	Chr7:1151593-1151733	3	0::0	0::0	565::648	20::23	0.0	1.0	1.0	IR
LOC_Os07g03040	Chr7:1152485-1152631	5	17::0	0::0	101::102	6::6	0.0	1.0	1.0	A5SS
LOC_Os07g03040	Chr7:1152830-1153132	5-6	64::0	1::0	68::45	6::6	0.0	1.0	1.0	Cassette
LOC_Os07g03070	Chr7:1167716-1167805	3	38::7	36::11	213::2762	201::3318	0.07848699763593381	1.0	1.0	A3SS
LOC_Os07g03100	Chr7:1181354-1181880	1	0::0	0::0	12::170	17::109	0.0	1.0	1.0	IR
LOC_Os07g03140	Chr7:1204523-1204607	4	0::0	0::0	451::427	494::501	0.0	1.0	1.0	IR
LOC_Os07g03150	Chr7:1216642-1216724	3	1::45	507::19	50::895	611::1043	-0.9421391965614151	1.0	1.0	A3SS
LOC_Os07g03230	Chr7:1274676-1275137	1	0::0	0::0	24::756	28::813	0.0	1.0	1.0	IR
LOC_Os07g03240	Chr7:1282799-1282920	2	0::0	0::0	1908::1742	2164::1953	0.0	1.0	1.0	IR
LOC_Os07g03250	Chr7:1299625-1299630	1	309::0	370::2	455::458	511::485	0.005376344086021501	1.0	1.0	A5SS
LOC_Os07g03700	Chr7:1504216-1504284	1	0::0	0::18	8::10	21::48	1.0	1.0	1.0	AltStart
LOC_Os07g03700	Chr7:1503738-1503764	2	0::32	0::47	9::50	21::75	0.0	1.0	1.0	A3SS
LOC_Os07g03760	Chr7:1542164-1543010	3	0::4	0::19	12::7	11::22	0.0	1.0	1.0	Cassette_multi
LOC_Os07g04150	Chr7:1772273-1772424	1	0::0	0::0	507::485	721::516	0.0	1.0	1.0	IR
LOC_Os07g04160	Chr7:1779859-1779888	9	26::3	107::75	46::54	138::157	0.3086396362258431	1.0	1.0	A5SS
LOC_Os07g04210	Chr7:1842159-1842215	1	0::0	0::0	382::265	333::230	0.0	1.0	1.0	IR
LOC_Os07g04210	Chr7:1846893-1846943	13	17::11	20::11	601::670	471::516	-0.03801843317972353	1.0	1.0	A3SS
LOC_Os07g04270	Chr7:1891149-1891218	2	353::12	0::0	10838::5421	22::12	-0.0328767123287671	1.0	1.0	A5SS
LOC_Os07g04310	Chr7:1905474-1905546	1	16523::0	1::0	16674::14601	6::8	0.0	1.0	1.0	A5SS
LOC_Os07g04310	Chr7:1904610-1904617	2	16517::19	1::0	8984::10898	7::15	-0.0011490082244799416	1.0	1.0	A3SS
LOC_Os07g04330	Chr7:1912184-1912288	1	0::0	0::0	8117::4053	11579::7175	0.0	1.0	1.0	IR
LOC_Os07g04350	Chr7:1930289-1930379	1	0::0	0::0	7194::5181	13911::9239	0.0	1.0	1.0	IR
LOC_Os07g04350	Chr7:1928897-1928924	3	0::0	0::0	9000::5843	10713::7337	0.0	1.0	1.0	IR
LOC_Os07g04370	Chr7:1938818-1938898	2	0::0	0::0	179::192	796::684	0.0	1.0	1.0	IR
LOC_Os07g04390	Chr7:1947499-1947579	2-3	0::0	30::0	119::9	363::19	0.0	1.0	1.0	AltStart
LOC_Os07g04390	Chr7:1963952-1964180	9	53::126	0::0	46::237	145::573	-0.7039106145251397	1.0	1.0	A3SS
LOC_Os07g04390	Chr7:1965686-1965709	9	3::36	933::0	190::299	1252::1085	-0.9230769230769231	1.0	1.0	A3SS
LOC_Os07g04400	Chr7:1952825-1952839	1	0::10	0::23	10::137	8::473	0.0	1.0	1.0	AltStart
LOC_Os07g04400	Chr7:1952621-1952770	1-2	37::1	89::10	46::10	136::16	0.07469431153641681	1.0	1.0	MXE
LOC_Os07g04420	Chr7:1957404-1957472	2	0::7	0::14	6::140	7::415	0.0	1.0	1.0	Cassette
LOC_Os07g04420	Chr7:1958862-1958916	3	29::0	137::0	125::120	434::407	0.0	1.0	1.0	A5SS
LOC_Os07g04440	Chr7:1965686-1965709	1-2	3::36	933::0	190::291	1252::1054	-0.9230769230769231	1.0	1.0	A3SS
LOC_Os07g04500	Chr7:1987541-1987653	3	0::0	0::0	4108::2358	4804::2776	0.0	1.0	1.0	IR
LOC_Os07g04530	Chr7:2003842-2003930	7	0::0	0::0	1644::1654	1707::1898	0.0	1.0	1.0	IR
LOC_Os07g04530	Chr7:2003912-2003930	7	8::18	15::22	1776::2272	1844::2390	-0.09114811568799291	1.0	1.0	A3SS
LOC_Os07g04690	Chr7:2082705-2082710	11	77::23	33::10	5643::4384	2820::2226	0.0025581395348837077	1.0	1.0	A3SS
LOC_Os07g04700	Chr7:2086099-2086168	11	10::13	11::21	544::841	448::737	0.09103260869565216	1.0	1.0	A3SS
LOC_Os07g04700	Chr7:2084791-2084862	15	0::0	0::0	137::219	128::275	0.0	1.0	1.0	IR
LOC_Os07g04730	Chr7:2100893-2100910	3-4	20::0	114::0	19::17	119::140	0.0	1.0	1.0	Cassette
LOC_Os07g04860	Chr7:2140363-2140443	4	22::14	14::10	103::76	111::69	0.02777777777777779	1.0	1.0	AltEnd
LOC_Os07g04850	Chr7:2144257-2144852	1	0::0	0::0	6::55	8::94	0.0	1.0	1.0	IR
LOC_Os07g04890	Chr7:2160132-2160185	2	0::0	128::26	6::6	149::200	0.16883116883116878	1.0	1.0	A3SS
LOC_Os07g04890	Chr7:2157905-2158341	before first	0::0	71::18	6::6	62::102	0.202247191011236	1.0	1.0	Cassette_multi
LOC_Os07g04990	Chr7:2196248-2196381	8	0::0	0::0	32::92	15::57	0.0	1.0	1.0	IR
LOC_Os07g05010	Chr7:2207097-2207102	1	0::35	41::3	39::46	37::45	-0.9318181818181818	1.0	1.0	A5SS
LOC_Os07g05040	Chr7:2224405-2224466	2	0::0	0::0	273::188	293::207	0.0	1.0	1.0	IR
LOC_Os07g05050	Chr7:2226968-2227044	4	0::0	0::0	276::979	307::1110	0.0	1.0	1.0	IR
LOC_Os07g05084	Chr7:2245342-2245347	3	1::0	289::49	6::7	206::510	0.1449704142011834	1.0	1.0	A3SS
LOC_Os07g05110	Chr7:2257787-2257826	1	0::28	0::16	7::22	7::19	0.0	1.0	1.0	A5SS
LOC_Os07g05190	Chr7:2315100-2315158	3	0::0	0::0	2737::3385	3031::3706	0.0	1.0	1.0	IR
LOC_Os07g05190	Chr7:2314025-2314118	4	0::0	0::0	3537::2681	3498::2646	0.0	1.0	1.0	IR
LOC_Os07g05360	Chr7:2455711-2455787	5	0::0	0::0	56::308	35::234	0.0	1.0	1.0	IR
LOC_Os07g05380	Chr7:2465962-2466002	1	69::0	31::0	91::63	43::40	0.0	1.0	1.0	A5SS
LOC_Os07g05380	Chr7:2466844-2466894	4	32::29	13::14	72::77	29::56	0.0431086824529448	1.0	1.0	Cassette
LOC_Os07g05380	Chr7:2467321-2467362	5	53::0	33::0	81::104	83::89	0.0	1.0	1.0	A5SS
LOC_Os07g05380	Chr7:2467443-2467500	5-6	81::0	63::0	67::74	59::65	0.0	1.0	1.0	Cassette
LOC_Os07g05380	Chr7:2467637-2467720	6	30::0	37::0	56::35	52::27	0.0	1.0	1.0	A5SS
LOC_Os07g05380	Chr7:2467934-2468056	7	5::22	7::9	43::60	35::52	-0.2523148148148148	1.0	1.0	A5SS
LOC_Os07g05390	Chr7:2468709-2468885	6	2::14	2::6	86::244	51::174	-0.125	1.0	1.0	A5SS
LOC_Os07g05380	Chr7:2466159-2466590	2	0::40	0::17	16::67	16::39	0.0	1.0	1.0	Cassette_multi
LOC_Os07g05390	Chr7:2467976-2468056	7	5::22	7::9	41::59	33::53	-0.2523148148148148	1.0	1.0	AltEnd
LOC_Os07g05440	Chr7:2503294-2503777	1	0::0	0::0	6::6	6::6	0.0	1.0	1.0	IR
LOC_Os07g05470	Chr7:2544793-2544913	18	0::0	0::0	154::2435	144::2268	0.0	1.0	1.0	IR
LOC_Os07g05480	Chr7:2546601-2546719	1	0::0	0::0	109::946	153::1204	0.0	1.0	1.0	IR
LOC_Os07g05570	Chr7:2601744-2601862	6	0::0	0::0	1568::1041	1633::1123	0.0	1.0	1.0	IR
LOC_Os07g05610	Chr7:2635274-2635597	5	0::0	0::0	111::2461	118::2127	0.0	1.0	1.0	IR
LOC_Os07g05610	Chr7:2634750-2634848	7	0::0	0::0	1547::1775	1721::1541	0.0	1.0	1.0	IR
LOC_Os07g05680	Chr7:2711936-2712018	3	69::7	24::42	2877::3221	2415::2889	0.5265846805094332	1.0	1.0	A3SS
LOC_Os07g05690	Chr7:2717253-2717294	1	0::0	0::0	232::530	258::592	0.0	1.0	1.0	IR
LOC_Os07g05720	Chr7:2751841-2751901	1	0::0	0::0	486::488	669::741	0.0	1.0	1.0	IR
LOC_Os07g05740	Chr7:2757758-2758133	2	0::0	0::0	113::701	90::455	0.0	1.0	1.0	IR
LOC_Os07g05960	Chr7:2883226-2883332	28	0::0	0::0	29::766	31::854	0.0	1.0	1.0	IR
LOC_Os07g06130	Chr7:2984470-2984603	2	0::0	0::0	21::270	19::245	0.0	1.0	1.0	IR
LOC_Os07g06300	Chr7:3064034-3064411	2-3	37::0	82::0	6::6	9::6	0.0	1.0	1.0	AltStart
LOC_Os07g06390	Chr7:3106444-3106516	6	83::11	33::2	90::894	55::599	-0.05987841945288752	1.0	1.0	A5SS
LOC_Os07g06390	Chr7:3105806-3105865	7	74::20	31::4	87::93	51::61	-0.09848024316109416	1.0	1.0	A3SS
LOC_Os07g06410	Chr7:3111713-3111845	1	0::0	0::0	223::267	134::169	0.0	1.0	1.0	IR
LOC_Os07g06410	Chr7:3113752-3114037	8	0::0	0::0	281::526	277::502	0.0	1.0	1.0	IR
LOC_Os07g06410	Chr7:3119729-3119750	10	15::3	7::1	157::638	137::647	-0.04901960784313719	1.0	1.0	A3SS
LOC_Os07g06470	Chr7:3130776-3130796	before first	6::44	18::39	26::62	33::70	-0.1957894736842105	1.0	1.0	A5SS
LOC_Os07g06470	Chr7:3130439-3130651	1	0::0	0::0	64::121	70::135	0.0	1.0	1.0	IR
LOC_Os07g06500	Chr7:3156496-3156671	2	20::100	0::38	604::1382	148::356	0.16666666666666666	1.0	1.0	A3SS
LOC_Os07g06500	Chr7:3155721-3156000	3	0::0	0::0	1538::1521	463::469	0.0	1.0	1.0	IR
LOC_Os07g06590	Chr7:3198963-3199089	1	0::0	0::0	158::1947	144::1751	0.0	1.0	1.0	IR
LOC_Os07g06590	Chr7:3201313-3201456	3	0::0	0::0	201::2555	190::2501	0.0	1.0	1.0	IR
LOC_Os07g06740	Chr7:3291170-3291242	3	0::0	0::0	124::750	96::513	0.0	1.0	1.0	IR
LOC_Os07g06740	Chr7:3291103-3291192	4	6::24	10::11	656::898	442::573	-0.27619047619047615	1.0	1.0	A3SS
LOC_Os07g06820	Chr7:3325072-3325177	3	0::0	0::0	1238::693	1164::652	0.0	1.0	1.0	IR
LOC_Os07g06890	Chr7:3364539-3365131	14	0::0	0::0	75::481	65::539	0.0	1.0	1.0	IR
LOC_Os07g06950	Chr7:3415091-3415172	8	0::0	0::0	53::1034	63::1110	0.0	1.0	1.0	IR
LOC_Os07g06950	Chr7:3420581-3420680	23	0::0	0::0	2720::2598	2558::2456	0.0	1.0	1.0	IR
LOC_Os07g06980	Chr7:3441224-3441336	8	5::12	7::15	979::1651	911::1576	-0.024064171122994638	1.0	1.0	A3SS
LOC_Os07g06980	Chr7:3437690-3438187	15	0::0	0::0	176::4548	151::4562	0.0	1.0	1.0	IR
LOC_Os07g07030	Chr7:3465620-3465699	8	0::0	0::0	6::6	6::6	0.0	1.0	1.0	IR
LOC_Os07g07050	Chr7:3472879-3473158	7	0::0	0::0	12::233	8::179	0.0	1.0	1.0	IR
LOC_Os07g07194	Chr7:3566955-3566967	1-2	18::10	16::3	35::90	22::64	-0.18983050847457628	1.0	1.0	A5SS
LOC_Os07g07194	Chr7:3564466-3564591	4	15::10	22::4	904::687	941::695	-0.24615384615384617	1.0	1.0	A3SS
LOC_Os07g07230	Chr7:3583345-3583467	1	0::0	0::0	54::493	49::456	0.0	1.0	1.0	IR
LOC_Os07g07240	Chr7:3587322-3587457	5	0::0	0::0	141::1979	131::1912	0.0	1.0	1.0	IR
LOC_Os07g07260	Chr7:3609306-3610065	11	0::0	0::0	44::1742	47::1698	0.0	1.0	1.0	IR
LOC_Os07g07270	Chr7:3608832-3608860	5	0::0	0::0	1256::1139	1265::1131	0.0	1.0	1.0	IR
LOC_Os07g07280	Chr7:3616806-3616932	2	197::14	18::1	112::91	16::13	-0.013719131953105479	1.0	1.0	Cassette
LOC_Os07g07350	Chr7:3677326-3678259	1	11::10	3::7	88::685	61::628	0.22380952380952385	1.0	1.0	A5SS
LOC_Os07g07410	Chr7:3699893-3699981	1	0::0	0::0	232::1015	200::849	0.0	1.0	1.0	IR
LOC_Os07g07480	Chr7:3725243-3725251	3	6::9	10::94	12::20	19::123	0.3038461538461539	1.0	1.0	A3SS
LOC_Os07g07490	Chr7:3729392-3729528	4	0::0	0::0	3202::3938	3485::4403	0.0	1.0	1.0	IR
LOC_Os07g07530	Chr7:3755752-3755851	1	0::0	0::0	56::470	36::289	0.0	1.0	1.0	IR
LOC_Os07g07550	Chr7:3764980-3765868	1	1::7	0::11	54::190	43::193	0.125	1.0	1.0	A5SS
